    0.336100186034497650E+01    0.245459643359245919E+07    0.556565928223190176E+00    0.144169849042153631E+00    0.283670968829213888E+00    0.391503944288632222E+00    0.213710462641162667E+04   -0.148221940973627280E-03    0.178697716181241056E+00    0.254255154138660799E+01   -0.461447812811587976E+01    0.632872790451862670E+02    0.265494150208955526E+01    0.888231271412969292E+01    0.153196223368682986E+06
    0.336100307735736026E+01    0.245459643223083625E+07    0.554784955511842148E+00    0.143466956415717273E+00    0.415646894690672175E+00    0.197012203456148782E+00    0.210514761174423393E+04   -0.636369246402239777E-04    0.257716263686486147E+00   -0.491015756976823603E+01   -0.112595233325490440E+01    0.697069382388266661E+02    0.259602460013767466E+00    0.141818420389425164E+02    0.153197080148011708E+06
    0.336100143533577178E+01    0.245459643413298251E+07    0.338226756533218154E+00    0.142147033495662017E+00    0.214978719661379714E+00    0.430417119667971637E+00    0.257665388934053635E+04   -0.110043124407966611E-03    0.330149107334698471E+02    0.679155491635343722E+01   -0.139184043118109990E+01    0.762677539794554207E+02    0.614657258451457977E+01    0.141549207784878206E+02    0.153197814227308118E+06
    0.336100266185129959E+01    0.245459643270902056E+07    0.558254108397598370E+00    0.145531060991879291E+00    0.169059656408296399E+00    0.326055678518671344E+00    0.219026248320971763E+04   -0.102616192918909534E-03    0.296770433138455214E+01    0.606146363455267689E+01    0.293020654222274857E+01    0.618515836721703849E+02    0.211171697754177420E-01    0.108448936945254744E+02    0.153198739731544949E+06
    0.336100103551160423E+01    0.245459643469133880E+07    0.605035006706862832E+00    0.145982840311405543E+00    0.222043633337770496E+00    0.409247714500545201E+00    0.200558502418176681E+04   -0.141731363493375619E-03    0.511577904671968509E+00    0.351009729707207008E+01   -0.296938922603961242E+01    0.699593776671780176E+02    0.445653889753201624E-01    0.884138278147934820E+01    0.153198783763670130E+06
    0.336100103328800692E+01    0.245459643468032265E+07    0.408422623953716812E+00    0.139529403278596281E+00    0.623436186251047686E+00    0.151242210501687124E+00    0.239280228934956222E+04   -0.130368398024617506E-03    0.105325766559951695E+01    0.364075225456375406E+01    0.152328828419934226E+01    0.720768440279748575E+02    0.947852089123481061E-02    0.129516952273629222E+02    0.153199025466262829E+06
    0.336100186741535722E+01    0.245459643358622165E+07    0.506312240523769774E+00    0.141690064425114615E+00    0.564731439186053619E+00    0.122601938781246575E+00    0.217562093777763448E+04   -0.145604295068268861E-03    0.128405066674646862E+01    0.814702290181102384E+01   -0.132992177710089265E+01    0.752114584176360523E+02    0.360035452381069987E+00    0.965842504967178250E+01    0.153199345504369528E+06
    0.336100357147987427E+01    0.245459643137772009E+07    0.507843647019951661E+00    0.141327000949942411E+00    0.414339087933942196E+00    0.373013388630142717E+00    0.220935112624186195E+04   -0.124994458333432720E-03    0.305418909823617257E+01    0.587825898870988794E+00    0.161655727448062336E+00    0.719924753985529549E+02    0.606848851965269137E-01    0.889187096749846084E+01    0.153199388033052150E+06
    0.336100258809803121E+01    0.245459643284266582E+07    0.542885307669305761E+00    0.143914037524024041E+00    0.172804710896055425E+00    0.564655120460081705E+00    0.224701853490313397E+04   -0.103694391193109685E-03    0.199557796728795047E+02    0.315268459780813082E+01   -0.472326315655516638E+00    0.617592269421358537E+02    0.325899039451536636E-02    0.111549162508385376E+02    0.153199835080694320E+06
    0.336100340098650330E+01    0.245459643149244552E+07    0.520836474337310951E+00    0.141460093308155899E+00    0.619889722510355567E+00    0.821486147782498483E-01    0.212604826980300095E+04   -0.154612040969321295E-03    0.136840606120840590E+03    0.629588284845645774E+00    0.917181811120483914E+00    0.638101233450258079E+02    0.149140818498214099E-02    0.124669905685758327E+02    0.153200021054731944E+06
    0.336100119435455058E+01    0.245459643425240042E+07    0.587888269646542949E+00    0.144716272875057783E+00    0.261886295085266341E+00    0.263882476737261229E+00    0.205221813468174059E+04   -0.113546117831252636E-03    0.181051040023947536E+02   -0.447150096843668621E+01    0.606165862933315225E+01    0.728471997823975670E+02    0.113553296350614882E+00    0.165342258489887435E+02    0.153200358458021452E+06
    0.336100211362274326E+01    0.245459643321370753E+07    0.603011359852582363E+00    0.145999662571048044E+00    0.131661542358736672E+00    0.715348757124469325E+00    0.201796591547493108E+04   -0.139234827415558366E-03    0.133000828583855579E+02   -0.690892229580484241E-01   -0.382120519891647437E+01    0.643007483677835125E+02    0.985265628845682917E-01    0.202258770656482127E+02    0.153200501137817104E+06
    0.336100223427526279E+01    0.245459643297257833E+07    0.619001761815162865E+00    0.145986659919192963E+00    0.204025067888283590E+00    0.270832809865152291E+00    0.198250543459509299E+04   -0.117865123570405587E-03    0.584944557412243382E+00   -0.178066561629890430E-01   -0.183389746764316186E+00    0.706518755391915647E+02    0.831722068027389988E-01    0.112374727125384926E+02    0.153200537062137766E+06
    0.336100209458609767E+01    0.245459643343420280E+07    0.390894719867291629E+00    0.140826121886636318E+00    0.557634609321607133E+00    0.152415529665342886E+00    0.238328489134705342E+04   -0.822343076636713940E-04    0.381950496926314598E+01    0.303066166337143983E+01    0.160214891149784577E+01    0.636014341647597305E+02    0.399806073044016719E-01    0.120013820532612563E+02    0.153200743353887054E+06
    0.336100250403686918E+01    0.245459643298166292E+07    0.585696483724622574E+00    0.145217869178121045E+00    0.260141494812356378E+00    0.296465535601985741E+00    0.205545980670211520E+04   -0.124975025803034394E-03    0.106791408547928748E+00    0.486020893549811106E+01   -0.900478050485631343E+00    0.794127594572649684E+02    0.155690503209916960E-02    0.134525419208573567E+02    0.153200744523454254E+06
    0.336100300035861910E+01    0.245459643204973638E+07    0.465686213633932422E+00    0.143016639761937903E+00    0.360563477939122023E+00    0.235388321308817067E+00    0.237963691833365419E+04   -0.115713711376109408E-03    0.312686215944027985E+02    0.403673297679414489E+01   -0.162600888777159724E+00    0.804807298562082707E+02    0.289564005315414097E+00    0.929255607916236315E+01    0.153200756118153600E+06
    0.336100155553575508E+01    0.245459643384457659E+07    0.548762772693898171E+00    0.145658553509441319E+00    0.118518808557608629E+00    0.837263710734071132E+00    0.222164965310943398E+04   -0.123274663914882529E-03    0.309656867546809267E+00    0.609596106931537918E+01   -0.337743085143821276E+01    0.694158591916086891E+02    0.404226027828551333E-02    0.834004401958839559E+01    0.153200808841357095E+06
    0.336100304086216051E+01    0.245459643211713014E+07    0.576719805588616685E+00    0.145073555679691657E+00    0.183498662228353815E+00    0.483235611580951518E+00    0.208930727990037531E+04   -0.115992073497191443E-03    0.163610432679960411E+03   -0.194778749709971777E-01    0.525167848470107756E+01    0.655533382824725663E+02    0.200605677547524159E+02    0.133226725335038392E+02    0.153200886087684601E+06
    0.336100197550131297E+01    0.245459643310315907E+07    0.579605567450722892E+00    0.143048847621149416E+00    0.416394801738411591E+00    0.229509544353873218E+00    0.196758504607215559E+04   -0.112446783555903199E-03    0.182027448439960859E+01    0.180781384592821048E+01   -0.136485917969796233E+01    0.644134325822917617E+02    0.616936949565973558E+00    0.103907922830754416E+02    0.153201003383480071E+06
    0.336100230676437839E+01    0.245459643295839755E+07    0.386317607693376919E+00    0.141468449933643603E+00    0.266196988619774200E+00    0.432788167951389746E+00    0.250323413483842023E+04   -0.848839651730901257E-04    0.160537368270993275E+01    0.231353791908011885E+01    0.337521755871095763E+01    0.639629046352977468E+02    0.959922955597289351E-02    0.103161007880243254E+02    0.153201045991983148E+06
    0.336100206592074935E+01    0.245459643316858169E+07    0.352744183733230854E+00    0.142361735176324528E+00    0.212571358834503066E+00    0.535384716617290035E+00    0.252400087901080769E+04   -0.128618063760259219E-03    0.235889873589355048E+01    0.362022622051639154E+01    0.513796633545206305E+01    0.654812477013276890E+02    0.111621954176013927E+01    0.140645593443622836E+02    0.153201117852651107E+06
    0.336100286109674684E+01    0.245459643241761811E+07    0.401651729996477080E+00    0.140596201585505814E+00    0.611481127655874479E+00    0.124056156306249180E+00    0.233104344204250265E+04   -0.116032526597977304E-03    0.805551389123974246E+02    0.232520286650321495E+01    0.679516958574211571E+00    0.732389990100294739E+02    0.903540177614724449E+01    0.146304791955316063E+02    0.153201176618450845E+06
