2458354.1838207361 1.0007113509 0.0002266400 TESS
2458354.3238783441 1.0004186886 0.0002266021 TESS
2458354.4640330817 1.0005796919 0.0002266225 TESS
2458354.6033127247 0.9997716881 0.0002265385 TESS
2458354.7432728615 0.9995457413 0.0002265126 TESS
2458354.8840246084 0.9992009052 0.0002265148 TESS
2458355.0254151947 0.9993146210 0.0002265347 TESS
2458355.1658196039 0.9993171509 0.0002265179 TESS
2458355.3058211841 0.9995373876 0.0002265241 TESS
2458355.4484060793 0.9994054758 0.0002265428 TESS
2458355.5934215123 0.9993056692 0.0002265498 TESS
2458355.7342285267 0.9989098752 0.0002265511 TESS
2458355.8768827440 0.9991145448 0.0002265856 TESS
2458356.0178146847 0.9991367661 0.0002265909 TESS
2458356.1616077283 0.9991184677 0.0002266087 TESS
2458356.3124285792 0.9990592908 0.0002266139 TESS
2458356.4548326503 0.9993373155 0.0002266509 TESS
2458356.5983755877 0.9996699524 0.0002266756 TESS
2458356.7450018516 0.9998813320 0.0002267512 TESS
2458356.8841280201 0.9996790465 0.0002267941 TESS
2458357.0249763955 0.9999024118 0.0002268251 TESS
2458357.1668803049 0.9998027865 0.0002268133 TESS
2458357.3396038599 1.0003122618 0.0002268679 TESS
2458357.5608971799 1.0001916290 0.0002269124 TESS
2458357.7042176547 1.0004296649 0.0002269606 TESS
2458357.8436214072 1.0006180147 0.0002270048 TESS
2458357.9870668254 1.0009502706 0.0002270485 TESS
2458358.1334150117 1.0005823057 0.0002270497 TESS
2458358.2733047940 1.0006815660 0.0002271059 TESS
2458358.4130695486 1.0002820492 0.0002271239 TESS
2458358.5531953899 1.0005123424 0.0002271723 TESS
2458358.6959045525 1.0008157296 0.0002272339 TESS
2458358.8495859699 1.0007500701 0.0002272984 TESS
2458358.9937117500 1.0003402961 0.0002272869 TESS
2458359.1399069563 1.0007016348 0.0002273643 TESS
2458359.2856160221 1.0007907269 0.0002274287 TESS
2458359.4260750338 1.0003578294 0.0002274738 TESS
2458359.5661034621 1.0012181578 0.0002275806 TESS
2458359.7075763154 1.0006131766 0.0002276081 TESS
2458359.8477991377 1.0001859665 0.0002276312 TESS
2458359.9890497164 1.0000365342 0.0002276364 TESS
2458360.1289669313 1.0001387094 0.0002276542 TESS
2458360.2702313475 1.0006096753 0.0002277459 TESS
2458360.4141624141 1.0005359461 0.0002277460 TESS
2458360.5554128913 1.0006446161 0.0002277565 TESS
2458360.7484968314 1.0006313964 0.0002277717 TESS
2458360.9483585297 1.0000332887 0.0002277360 TESS
2458361.0918172505 0.9996961579 0.0002277170 TESS
2458361.2482204242 0.9998584234 0.0002276951 TESS
2458361.3881929740 1.0001565340 0.0002277102 TESS
2458361.5340266242 1.0002674471 0.0002276622 TESS
2458361.6878185971 1.0000999748 0.0002276745 TESS
2458361.8296799650 1.0004168778 0.0002276718 TESS
2458361.9709163099 1.0000615914 0.0002276312 TESS
2458362.1111109625 1.0000221797 0.0002276005 TESS
2458362.2505833698 1.0000739181 0.0002275550 TESS
